PGP secret keyring_2,95 01,Hex,N/A,SKR,Miscellaneous
GPG public keyring,99,Hex,N/A,GPG,Miscellaneous
PGP public keyring,99 01,Hex,N/A,PKR,Miscellaneous
Outlook address file,9C CB CB 8D 13 75 D2 11,Hex,N/A,WAB,Email
tcpdump (libpcap) capture file,A1 B2 C3 D4,Hex,N/A,(none),Network
Extended tcpdump (libpcap) capture file,A1 B2 CD 34,Hex,N/A,(none),Network
Access Data FTK evidence,A9 0D 00 00 00 00 00 00,Hex,N/A,DAT,Miscellaneous
Quicken data,AC 9E BD 8F 00 00,Hex,N/A,QDF,Miscellaneous
Java serialization data,AC ED,Hex,N/A,(none),Programming
BGBlitz position database file,AC ED 00 05 73 72 00 12,Hex,N/A,PDB,Miscellaneous
Win95 password file,B0 4D 46 43,Hex,N/A,PWL,Windows
PCX bitmap,B1 68 DE 3A,Hex,N/A,DCX,Presentation
Acronis True Image,B4 6E 68 44,Hex,N/A,TIB,Miscellaneous
Windows calendar,B5 A2 B0 B3 B3 B0 A5 B5,Hex,N/A,CAL,Windows
MS Write file_3,BE 00 00 00 AB,Hex,N/A,WRI,Word processing suite
MS Agent Character file,C3 AB CD AB,Hex,N/A,ACS,Windows
Adobe encapsulated PostScript,C5 D0 D3 C6,Hex,N/A,EPS,Word processing suite
Jeppesen FliteLog file,C8 00 79 00,Hex,N/A,LBK,Miscellaneous
Java bytecode,CA FE BA BE,Hex,N/A,CLASS,Programming
NAV quarantined virus file,CD 20 AA AA 02 00 00 00,Hex,N/A,(none),Miscellaneous
Perfect Office document,CF 11 E0 A1 B1 1A E1 00,Hex,N/A,DOC,Word processing suite
Outlook Express e-mail folder,CF AD 12 FE,Hex,N/A,DBX,Email
Microsoft Office document,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,DOC|DOT|PPS|PPT|XLA|XLS|WIZ,Word processing suite
CaseWare Working Papers,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,AC_,Miscellaneous
Access project file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,ADP,Database
Lotus|IBM Approach 97 file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,APR,Database
MSWorks database file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,DB,Database
Microsoft Common Console Document,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,MSC,Windows
Microsoft Installer package,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,MSI,Windows
Minitab data file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,MTW,Miscellaneous
Developer Studio File Options file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,OPT,Programming
MS Publisher file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,PUB,Word processing suite
Revit Project file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,RVT,Miscellaneous
Visual Studio Solution User Options file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,SOU,Programming
SPSS output file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,SPO,Miscellaneous
Visio file,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,VSD,Miscellaneous
MSWorks text document,D0 CF 11 E0 A1 B1 1A E1,Hex,N/A,WPS,Word processing suite
WinPharoah filter file,D2 0A 00 00,Hex,N/A,FTR,Network
AOL history|typed URL files,D4 2A,Hex,N/A,ARL|AUT,Network
WinDump (winpcap) capture file,D4 C3 B2 A1,Hex,N/A,(none),Network
Windows graphics metafile,D7 CD C6 9A,Hex,N/A,WMF,Windows
Word 2.0 file,DB A5 2D 00,Hex,N/A,DOC,Word processing
Corel color palette,DC DC,Hex,N/A,CPL,Presentation
eFax file,DC FE,Hex,N/A,EFX,Miscellaneous
Amiga icon,E3 10 00 01 00 00 00 00,Hex,N/A,INFO,Miscellaneous
Win98 password file,E3 82 85 96,Hex,N/A,PWL,Windows
MS OneNote note,E4 52 5C 7B 8C D8 A7 4D,Hex,N/A,ONE,Miscellaneous
Windows executable file_1,E8,Hex,N/A,COM|SYS,Windows
Windows executable file_2,E9,Hex,N/A,COM|SYS,Windows
Windows executable file_3,EB,Hex,N/A,COM|SYS,Windows
GEM Raster file,EB 3C 90 2A,Hex,N/A,IMG,Picture
RedHat Package Manager,ED AB EE DB,Hex,N/A,RPM,Compressed archive
UTF8 file,EF BB BF,Hex,N/A,(none),Windows
Symantex Ghost image file,FE EF,Hex,N/A,GHO|GHS,Compressed archive
UTF-16|UCS-2 file,FE FF,Hex,N/A,(NONE),Windows
Windows executable,FF FF FF,Hex,N/A,SYS,Windows
Works for Windows spreadsheet,FF 00 02 00 04 04 05 54,Hex,N/A,WKS,Spreadsheet
Windows international code page,FF 46 4F 4E 54,Hex,N/A,CPI,Windows
Keyboard driver file,FF 4B 45 59 42 20 20 20,Hex,N/A,SYS,Windows
WordPerfect text and graphics,FF 57 50 43,Hex,N/A,WP|WPD|WPG|WPP|WP5|WP6,Word processing suite
JPEG|EXIF|SPIFF images,FF D8 FF E0,Hex,N/A,JFIF|JPE|JPEG|JPG,Pictures
Windows Registry file,FF FE,Hex,N/A,REG,Windows
UTF-32|UCS-4 file,FF FE 00 00,Hex,N/A,(NONE),Windows
MSinfo file,FF FE 23 00 6C 00 69 00,Hex,N/A,MOF,Windows
DOS system driver,FF FF FF FF,Hex,N/A,SYS,Windows
